factor,season,week,contestant,p_wrongful,ci_lower,ci_upper,classification,interval_width,n_samples
0.2,29,6,Veron Davis,0.0,0.0,0.0019171176005129348,Definite-Correct,0.8090909090909091,2000
0.2,29,7,Monica Aldama,1.0,0.9980828823994873,1.0,Definite-Wrongful,0.8,2000
0.2,29,8,Chrishell Stause,0.0025,0.0010682929691057186,0.005839239043404651,Definite-Correct,0.825,2000
0.2,29,9,AJ McLean,0.7698744769874477,0.747384792114934,0.7909220700595921,Uncertain,0.8142857142857143,1434
0.2,29,10,Skai Jackson,0.77,0.7510489993028844,0.7879157571928388,Uncertain,0.8166666666666667,2000
0.2,29,10,Johnny Weir,0.835,0.8180929771812787,0.8506225540263775,Uncertain,0.8333333333333335,2000
0.2,30,2,Martin Kove,1.0,0.9980828823994873,1.0,Definite-Wrongful,0.8,2000
0.2,30,3,Christine Chiu,1.0,0.9980828823994873,1.0,Definite-Wrongful,0.842857142857143,2000
0.2,30,4,Brian Austin Green,1.0,0.9980828823994873,1.0,Definite-Wrongful,0.8,2000
0.2,30,4,Matt James,1.0,0.9980828823994873,1.0,Definite-Wrongful,0.8076923076923077,2000
0.2,30,5,Melanie C,1.0,0.9980828823994873,1.0,Definite-Wrongful,0.8545454545454545,2000
0.2,30,6,Kenya Moore,0.0,0.0,0.0019171176005129348,Definite-Correct,0.8,2000
0.2,30,7,"Mike ""The Miz"" Mizanin",0.9445,0.9335869764568508,0.9537087059962933,Uncertain,0.8,2000
0.2,30,8,Jimmie Allen,0.0,0.0,0.0019171176005129348,Definite-Correct,0.8,2000
0.2,30,8,Olivia Jade,1.0,0.9980828823994873,1.0,Definite-Wrongful,0.825,2000
0.2,30,9,Melora Hardin,0.7425,0.7228841972749136,0.7611860006888378,Uncertain,0.8166666666666667,2000
0.2,30,9,Suni Lee,0.9045,0.8908326098943614,0.9166164419668236,Uncertain,0.8500000000000001,2000
0.2,31,1,Jason Lewis,1.0,0.9980828823994873,1.0,Definite-Wrongful,0.8062499999999999,2000
0.2,31,2,Teresa Giudice,1.0,0.9980828823994873,1.0,Definite-Wrongful,0.8066666666666666,2000
0.2,31,3,Cheryl Ladd,1.0,0.9980828823994873,1.0,Definite-Wrongful,0.8071428571428572,2000
0.2,31,4,Sam Champion,0.995,0.990820204876819,0.9972818486986733,Definite-Wrongful,0.8,2000
0.2,31,5,Joseph Baena,1.0,0.9980828823994873,1.0,Definite-Wrongful,0.8166666666666667,2000
0.2,31,6,Jessie James Decker,1.0,0.9980828823994873,1.0,Definite-Wrongful,0.81,2000
0.2,31,7,Jordin Sparks,0.0,0.0,0.0019171176005129348,Definite-Correct,0.8111111111111111,2000
0.2,31,8,Heidi D'Amelio,1.0,0.9980828823994873,1.0,Definite-Wrongful,0.8125,2000
0.2,31,8,Vinny Guadagnino,1.0,0.9980828823994873,1.0,Definite-Wrongful,0.8,2000
0.2,31,9,Trevor Donovan,0.4965,0.4746147944983598,0.5183986253248437,Uncertain,0.8,2000
0.2,31,9,Daniel Durant,0.787,0.768514596294461,0.8043849782028448,Uncertain,0.8166666666666667,2000
0.2,32,1,Matt Walsh,1.0,0.9980828823994873,1.0,Definite-Wrongful,0.8142857142857143,2000
0.2,32,2,Jamie Lynn Spears,1.0,0.9980828823994873,1.0,Definite-Wrongful,0.8307692307692307,2000
0.2,32,3,Tyson Beckford,1.0,0.9980828823994873,1.0,Definite-Wrongful,0.8,2000
0.2,32,4,Adrian Peterson,1.0,0.9980828823994873,1.0,Definite-Wrongful,0.8454545454545455,2000
0.2,32,5,Mira Sorvino,1.0,0.9980828823994873,1.0,Definite-Wrongful,0.8199999999999998,2000
0.2,32,6,Mauricio Umansky,0.0005,8.826546015058292e-05,0.0028269350227618393,Definite-Correct,0.8333333333333335,2000
0.2,32,7,Lele Pons,0.916,0.9030309246879455,0.9273740334684277,Uncertain,0.8625,2000
0.2,32,8,Barry Williams,0.8587030716723549,0.8399264399986116,0.8756034033827303,Uncertain,0.8285714285714285,1465
0.2,32,9,Harry Jowsey,0.4995,0.47760851872748716,0.5213933983901136,Uncertain,0.8,2000
